Date_Key,Date,Year,Month,MonthName,Week,WeekDay,WeekDayName,DayNumber
20170419,4/19/2017,2017,4,April,16,4,Wednesday,19
20170420,4/20/2017,2017,4,April,16,5,Thursday,20
20170421,4/21/2017,2017,4,April,16,6,Friday,21
20170422,4/22/2017,2017,4,April,16,7,Saturday,22
20170423,4/23/2017,2017,4,April,17,1,Sunday,23
20170424,4/24/2017,2017,4,April,17,2,Monday,24
20170425,4/25/2017,2017,4,April,17,3,Tuesday,25
20170426,4/26/2017,2017,4,April,17,4,Wednesday,26
20170427,4/27/2017,2017,4,April,17,5,Thursday,27
20170428,4/28/2017,2017,4,April,17,6,Friday,28
20170429,4/29/2017,2017,4,April,17,7,Saturday,29
20170430,4/30/2017,2017,4,April,18,1,Sunday,30
20170501,5/1/2017,2017,5,May,18,2,Monday,1
20170502,5/2/2017,2017,5,May,18,3,Tuesday,2
20170503,5/3/2017,2017,5,May,18,4,Wednesday,3
20170504,5/4/2017,2017,5,May,18,5,Thursday,4
20170505,5/5/2017,2017,5,May,18,6,Friday,5
20170506,5/6/2017,2017,5,May,18,7,Saturday,6
20170507,5/7/2017,2017,5,May,19,1,Sunday,7
20170508,5/8/2017,2017,5,May,19,2,Monday,8
20170509,5/9/2017,2017,5,May,19,3,Tuesday,9
20170510,5/10/2017,2017,5,May,19,4,Wednesday,10
20170511,5/11/2017,2017,5,May,19,5,Thursday,11
20170512,5/12/2017,2017,5,May,19,6,Friday,12
20170513,5/13/2017,2017,5,May,19,7,Saturday,13
20170514,5/14/2017,2017,5,May,20,1,Sunday,14
20170515,5/15/2017,2017,5,May,20,2,Monday,15
20170516,5/16/2017,2017,5,May,20,3,Tuesday,16
20170517,5/17/2017,2017,5,May,20,4,Wednesday,17
20170518,5/18/2017,2017,5,May,20,5,Thursday,18
20170519,5/19/2017,2017,5,May,20,6,Friday,19
20170520,5/20/2017,2017,5,May,20,7,Saturday,20
20170521,5/21/2017,2017,5,May,21,1,Sunday,21
20170522,5/22/2017,2017,5,May,21,2,Monday,22
20170523,5/23/2017,2017,5,May,21,3,Tuesday,23
20170524,5/24/2017,2017,5,May,21,4,Wednesday,24
20170525,5/25/2017,2017,5,May,21,5,Thursday,25
20170526,5/26/2017,2017,5,May,21,6,Friday,26
20170527,5/27/2017,2017,5,May,21,7,Saturday,27
20170528,5/28/2017,2017,5,May,22,1,Sunday,28
20170529,5/29/2017,2017,5,May,22,2,Monday,29
20170530,5/30/2017,2017,5,May,22,3,Tuesday,30
20170531,5/31/2017,2017,5,May,22,4,Wednesday,31
20170601,6/1/2017,2017,6,June,22,5,Thursday,1
20170602,6/2/2017,2017,6,June,22,6,Friday,2
20170603,6/3/2017,2017,6,June,22,7,Saturday,3
20170604,6/4/2017,2017,6,June,23,1,Sunday,4
20170605,6/5/2017,2017,6,June,23,2,Monday,5
20170606,6/6/2017,2017,6,June,23,3,Tuesday,6
20170607,6/7/2017,2017,6,June,23,4,Wednesday,7
20170608,6/8/2017,2017,6,June,23,5,Thursday,8
20170609,6/9/2017,2017,6,June,23,6,Friday,9
20170610,6/10/2017,2017,6,June,23,7,Saturday,10
20170611,6/11/2017,2017,6,June,24,1,Sunday,11
20170612,6/12/2017,2017,6,June,24,2,Monday,12
20170613,6/13/2017,2017,6,June,24,3,Tuesday,13
20170614,6/14/2017,2017,6,June,24,4,Wednesday,14
20170615,6/15/2017,2017,6,June,24,5,Thursday,15
20170616,6/16/2017,2017,6,June,24,6,Friday,16
20170617,6/17/2017,2017,6,June,24,7,Saturday,17
20170618,6/18/2017,2017,6,June,25,1,Sunday,18
20170619,6/19/2017,2017,6,June,25,2,Monday,19
20170620,6/20/2017,2017,6,June,25,3,Tuesday,20
20170621,6/21/2017,2017,6,June,25,4,Wednesday,21
20170622,6/22/2017,2017,6,June,25,5,Thursday,22
20170623,6/23/2017,2017,6,June,25,6,Friday,23
20170624,6/24/2017,2017,6,June,25,7,Saturday,24
20170625,6/25/2017,2017,6,June,26,1,Sunday,25
20170626,6/26/2017,2017,6,June,26,2,Monday,26
20170627,6/27/2017,2017,6,June,26,3,Tuesday,27
20170628,6/28/2017,2017,6,June,26,4,Wednesday,28
20170629,6/29/2017,2017,6,June,26,5,Thursday,29
20170630,6/30/2017,2017,6,June,26,6,Friday,30
20170701,7/1/2017,2017,7,July,26,7,Saturday,1
20170702,7/2/2017,2017,7,July,27,1,Sunday,2
20170703,7/3/2017,2017,7,July,27,2,Monday,3
20170704,7/4/2017,2017,7,July,27,3,Tuesday,4
20170705,7/5/2017,2017,7,July,27,4,Wednesday,5
20170706,7/6/2017,2017,7,July,27,5,Thursday,6
20170707,7/7/2017,2017,7,July,27,6,Friday,7
20170708,7/8/2017,2017,7,July,27,7,Saturday,8
20170709,7/9/2017,2017,7,July,28,1,Sunday,9
20170710,7/10/2017,2017,7,July,28,2,Monday,10
20170711,7/11/2017,2017,7,July,28,3,Tuesday,11
20170712,7/12/2017,2017,7,July,28,4,Wednesday,12
20170713,7/13/2017,2017,7,July,28,5,Thursday,13
20170714,7/14/2017,2017,7,July,28,6,Friday,14
20170715,7/15/2017,2017,7,July,28,7,Saturday,15
20170716,7/16/2017,2017,7,July,29,1,Sunday,16
20170717,7/17/2017,2017,7,July,29,2,Monday,17
20170718,7/18/2017,2017,7,July,29,3,Tuesday,18
20170719,7/19/2017,2017,7,July,29,4,Wednesday,19
20170720,7/20/2017,2017,7,July,29,5,Thursday,20
20170721,7/21/2017,2017,7,July,29,6,Friday,21
20170722,7/22/2017,2017,7,July,29,7,Saturday,22
20170723,7/23/2017,2017,7,July,30,1,Sunday,23
20170724,7/24/2017,2017,7,July,30,2,Monday,24
20170725,7/25/2017,2017,7,July,30,3,Tuesday,25
20170726,7/26/2017,2017,7,July,30,4,Wednesday,26
20170727,7/27/2017,2017,7,July,30,5,Thursday,27
20170728,7/28/2017,2017,7,July,30,6,Friday,28
20170729,7/29/2017,2017,7,July,30,7,Saturday,29
20170730,7/30/2017,2017,7,July,31,1,Sunday,30
20170731,7/31/2017,2017,7,July,31,2,Monday,31
20170801,8/1/2017,2017,8,August,31,3,Tuesday,1
20170802,8/2/2017,2017,8,August,31,4,Wednesday,2
20170803,8/3/2017,2017,8,August,31,5,Thursday,3
20170804,8/4/2017,2017,8,August,31,6,Friday,4
20170805,8/5/2017,2017,8,August,31,7,Saturday,5
20170806,8/6/2017,2017,8,August,32,1,Sunday,6
20170807,8/7/2017,2017,8,August,32,2,Monday,7
20170808,8/8/2017,2017,8,August,32,3,Tuesday,8
20170809,8/9/2017,2017,8,August,32,4,Wednesday,9
20170810,8/10/2017,2017,8,August,32,5,Thursday,10
20170811,8/11/2017,2017,8,August,32,6,Friday,11
20170812,8/12/2017,2017,8,August,32,7,Saturday,12
20170813,8/13/2017,2017,8,August,33,1,Sunday,13
20170814,8/14/2017,2017,8,August,33,2,Monday,14
20170815,8/15/2017,2017,8,August,33,3,Tuesday,15
20170816,8/16/2017,2017,8,August,33,4,Wednesday,16
20170817,8/17/2017,2017,8,August,33,5,Thursday,17
20170818,8/18/2017,2017,8,August,33,6,Friday,18
20170819,8/19/2017,2017,8,August,33,7,Saturday,19
20170820,8/20/2017,2017,8,August,34,1,Sunday,20
20170821,8/21/2017,2017,8,August,34,2,Monday,21
20170822,8/22/2017,2017,8,August,34,3,Tuesday,22
20170823,8/23/2017,2017,8,August,34,4,Wednesday,23
20170824,8/24/2017,2017,8,August,34,5,Thursday,24
20170825,8/25/2017,2017,8,August,34,6,Friday,25
20170826,8/26/2017,2017,8,August,34,7,Saturday,26
20170827,8/27/2017,2017,8,August,35,1,Sunday,27
20170828,8/28/2017,2017,8,August,35,2,Monday,28
20170829,8/29/2017,2017,8,August,35,3,Tuesday,29
20170830,8/30/2017,2017,8,August,35,4,Wednesday,30
20170831,8/31/2017,2017,8,August,35,5,Thursday,31
20170901,9/1/2017,2017,9,September,35,6,Friday,1
20170902,9/2/2017,2017,9,September,35,7,Saturday,2
20170903,9/3/2017,2017,9,September,36,1,Sunday,3
20170904,9/4/2017,2017,9,September,36,2,Monday,4
20170905,9/5/2017,2017,9,September,36,3,Tuesday,5
20170906,9/6/2017,2017,9,September,36,4,Wednesday,6
20170907,9/7/2017,2017,9,September,36,5,Thursday,7
20170908,9/8/2017,2017,9,September,36,6,Friday,8
20170909,9/9/2017,2017,9,September,36,7,Saturday,9
20170910,9/10/2017,2017,9,September,37,1,Sunday,10
20170911,9/11/2017,2017,9,September,37,2,Monday,11
20170912,9/12/2017,2017,9,September,37,3,Tuesday,12
20170913,9/13/2017,2017,9,September,37,4,Wednesday,13
20170914,9/14/2017,2017,9,September,37,5,Thursday,14
20170915,9/15/2017,2017,9,September,37,6,Friday,15
20170916,9/16/2017,2017,9,September,37,7,Saturday,16
20170917,9/17/2017,2017,9,September,38,1,Sunday,17
20170918,9/18/2017,2017,9,September,38,2,Monday,18
20170919,9/19/2017,2017,9,September,38,3,Tuesday,19
20170920,9/20/2017,2017,9,September,38,4,Wednesday,20
20170921,9/21/2017,2017,9,September,38,5,Thursday,21
20170922,9/22/2017,2017,9,September,38,6,Friday,22
20170923,9/23/2017,2017,9,September,38,7,Saturday,23
20170924,9/24/2017,2017,9,September,39,1,Sunday,24
20170925,9/25/2017,2017,9,September,39,2,Monday,25
20170926,9/26/2017,2017,9,September,39,3,Tuesday,26
20170927,9/27/2017,2017,9,September,39,4,Wednesday,27
20170928,9/28/2017,2017,9,September,39,5,Thursday,28
20170929,9/29/2017,2017,9,September,39,6,Friday,29
20170930,9/30/2017,2017,9,September,39,7,Saturday,30
20171001,10/1/2017,2017,10,October,40,1,Sunday,1
20171002,10/2/2017,2017,10,October,40,2,Monday,2
20171003,10/3/2017,2017,10,October,40,3,Tuesday,3
20171004,10/4/2017,2017,10,October,40,4,Wednesday,4
20171005,10/5/2017,2017,10,October,40,5,Thursday,5
20171006,10/6/2017,2017,10,October,40,6,Friday,6
20171007,10/7/2017,2017,10,October,40,7,Saturday,7
20171008,10/8/2017,2017,10,October,41,1,Sunday,8
20171009,10/9/2017,2017,10,October,41,2,Monday,9
20171010,10/10/2017,2017,10,October,41,3,Tuesday,10
20171011,10/11/2017,2017,10,October,41,4,Wednesday,11
20171012,10/12/2017,2017,10,October,41,5,Thursday,12
20171013,10/13/2017,2017,10,October,41,6,Friday,13
20171014,10/14/2017,2017,10,October,41,7,Saturday,14
20171015,10/15/2017,2017,10,October,42,1,Sunday,15
20171016,10/16/2017,2017,10,October,42,2,Monday,16
20171017,10/17/2017,2017,10,October,42,3,Tuesday,17
20171018,10/18/2017,2017,10,October,42,4,Wednesday,18
20171019,10/19/2017,2017,10,October,42,5,Thursday,19
20171020,10/20/2017,2017,10,October,42,6,Friday,20
20171021,10/21/2017,2017,10,October,42,7,Saturday,21
20171022,10/22/2017,2017,10,October,43,1,Sunday,22
20171023,10/23/2017,2017,10,October,43,2,Monday,23
20171024,10/24/2017,2017,10,October,43,3,Tuesday,24
20171025,10/25/2017,2017,10,October,43,4,Wednesday,25
20171026,10/26/2017,2017,10,October,43,5,Thursday,26
20171027,10/27/2017,2017,10,October,43,6,Friday,27
20171028,10/28/2017,2017,10,October,43,7,Saturday,28
20171029,10/29/2017,2017,10,October,44,1,Sunday,29
20171030,10/30/2017,2017,10,October,44,2,Monday,30
20171031,10/31/2017,2017,10,October,44,3,Tuesday,31
20171101,11/1/2017,2017,11,November,44,4,Wednesday,1
20171102,11/2/2017,2017,11,November,44,5,Thursday,2
20171103,11/3/2017,2017,11,November,44,6,Friday,3
20171104,11/4/2017,2017,11,November,44,7,Saturday,4
20171105,11/5/2017,2017,11,November,45,1,Sunday,5
20171106,11/6/2017,2017,11,November,45,2,Monday,6
20171107,11/7/2017,2017,11,November,45,3,Tuesday,7
20171108,11/8/2017,2017,11,November,45,4,Wednesday,8
20171109,11/9/2017,2017,11,November,45,5,Thursday,9
20171110,11/10/2017,2017,11,November,45,6,Friday,10
20171111,11/11/2017,2017,11,November,45,7,Saturday,11
20171112,11/12/2017,2017,11,November,46,1,Sunday,12
20171113,11/13/2017,2017,11,November,46,2,Monday,13
20171114,11/14/2017,2017,11,November,46,3,Tuesday,14
20171115,11/15/2017,2017,11,November,46,4,Wednesday,15
20171116,11/16/2017,2017,11,November,46,5,Thursday,16
20171117,11/17/2017,2017,11,November,46,6,Friday,17
20171118,11/18/2017,2017,11,November,46,7,Saturday,18
20171119,11/19/2017,2017,11,November,47,1,Sunday,19
20171120,11/20/2017,2017,11,November,47,2,Monday,20
20171121,11/21/2017,2017,11,November,47,3,Tuesday,21
20171122,11/22/2017,2017,11,November,47,4,Wednesday,22
20171123,11/23/2017,2017,11,November,47,5,Thursday,23
20171124,11/24/2017,2017,11,November,47,6,Friday,24
20171125,11/25/2017,2017,11,November,47,7,Saturday,25
20171126,11/26/2017,2017,11,November,48,1,Sunday,26
20171127,11/27/2017,2017,11,November,48,2,Monday,27
20171128,11/28/2017,2017,11,November,48,3,Tuesday,28
20171129,11/29/2017,2017,11,November,48,4,Wednesday,29
20171130,11/30/2017,2017,11,November,48,5,Thursday,30
20171201,12/1/2017,2017,12,December,48,6,Friday,1
20171202,12/2/2017,2017,12,December,48,7,Saturday,2
20171203,12/3/2017,2017,12,December,49,1,Sunday,3
20171204,12/4/2017,2017,12,December,49,2,Monday,4
20171205,12/5/2017,2017,12,December,49,3,Tuesday,5
20171206,12/6/2017,2017,12,December,49,4,Wednesday,6
20171207,12/7/2017,2017,12,December,49,5,Thursday,7
20171208,12/8/2017,2017,12,December,49,6,Friday,8
20171209,12/9/2017,2017,12,December,49,7,Saturday,9
20171210,12/10/2017,2017,12,December,50,1,Sunday,10
20171211,12/11/2017,2017,12,December,50,2,Monday,11
20171212,12/12/2017,2017,12,December,50,3,Tuesday,12
20171213,12/13/2017,2017,12,December,50,4,Wednesday,13
20171214,12/14/2017,2017,12,December,50,5,Thursday,14
20171215,12/15/2017,2017,12,December,50,6,Friday,15
20171216,12/16/2017,2017,12,December,50,7,Saturday,16
20171217,12/17/2017,2017,12,December,51,1,Sunday,17
20171218,12/18/2017,2017,12,December,51,2,Monday,18
20171219,12/19/2017,2017,12,December,51,3,Tuesday,19
20171220,12/20/2017,2017,12,December,51,4,Wednesday,20
20171221,12/21/2017,2017,12,December,51,5,Thursday,21
20171222,12/22/2017,2017,12,December,51,6,Friday,22
20171223,12/23/2017,2017,12,December,51,7,Saturday,23
20171224,12/24/2017,2017,12,December,52,1,Sunday,24
20171225,12/25/2017,2017,12,December,52,2,Monday,25
20171226,12/26/2017,2017,12,December,52,3,Tuesday,26
20171227,12/27/2017,2017,12,December,52,4,Wednesday,27
20171228,12/28/2017,2017,12,December,52,5,Thursday,28
20171229,12/29/2017,2017,12,December,52,6,Friday,29
20171230,12/30/2017,2017,12,December,52,7,Saturday,30
20171231,12/31/2017,2017,12,December,53,1,Sunday,31
20180101,1/1/2018,2018,1,January,1,2,Monday,1
20180102,1/2/2018,2018,1,January,1,3,Tuesday,2
20180103,1/3/2018,2018,1,January,1,4,Wednesday,3
20180104,1/4/2018,2018,1,January,1,5,Thursday,4
20180105,1/5/2018,2018,1,January,1,6,Friday,5
20180106,1/6/2018,2018,1,January,1,7,Saturday,6
20180107,1/7/2018,2018,1,January,2,1,Sunday,7
20180108,1/8/2018,2018,1,January,2,2,Monday,8
20180109,1/9/2018,2018,1,January,2,3,Tuesday,9
20180110,1/10/2018,2018,1,January,2,4,Wednesday,10
20180111,1/11/2018,2018,1,January,2,5,Thursday,11
20180112,1/12/2018,2018,1,January,2,6,Friday,12
20180113,1/13/2018,2018,1,January,2,7,Saturday,13
20180114,1/14/2018,2018,1,January,3,1,Sunday,14
20180115,1/15/2018,2018,1,January,3,2,Monday,15
20180116,1/16/2018,2018,1,January,3,3,Tuesday,16
20180117,1/17/2018,2018,1,January,3,4,Wednesday,17
20180118,1/18/2018,2018,1,January,3,5,Thursday,18
20180119,1/19/2018,2018,1,January,3,6,Friday,19
20180120,1/20/2018,2018,1,January,3,7,Saturday,20
20180121,1/21/2018,2018,1,January,4,1,Sunday,21
20180122,1/22/2018,2018,1,January,4,2,Monday,22
20180123,1/23/2018,2018,1,January,4,3,Tuesday,23
20180124,1/24/2018,2018,1,January,4,4,Wednesday,24
20180125,1/25/2018,2018,1,January,4,5,Thursday,25
20180126,1/26/2018,2018,1,January,4,6,Friday,26
20180127,1/27/2018,2018,1,January,4,7,Saturday,27
20180128,1/28/2018,2018,1,January,5,1,Sunday,28
20180129,1/29/2018,2018,1,January,5,2,Monday,29
20180130,1/30/2018,2018,1,January,5,3,Tuesday,30
20180131,1/31/2018,2018,1,January,5,4,Wednesday,31
20180201,2/1/2018,2018,2,February,5,5,Thursday,1
20180202,2/2/2018,2018,2,February,5,6,Friday,2
20180203,2/3/2018,2018,2,February,5,7,Saturday,3
20180204,2/4/2018,2018,2,February,6,1,Sunday,4
20180205,2/5/2018,2018,2,February,6,2,Monday,5
20180206,2/6/2018,2018,2,February,6,3,Tuesday,6
20180207,2/7/2018,2018,2,February,6,4,Wednesday,7
20180208,2/8/2018,2018,2,February,6,5,Thursday,8
20180209,2/9/2018,2018,2,February,6,6,Friday,9
20180210,2/10/2018,2018,2,February,6,7,Saturday,10
20180211,2/11/2018,2018,2,February,7,1,Sunday,11
20180212,2/12/2018,2018,2,February,7,2,Monday,12
20180213,2/13/2018,2018,2,February,7,3,Tuesday,13
20180214,2/14/2018,2018,2,February,7,4,Wednesday,14
20180215,2/15/2018,2018,2,February,7,5,Thursday,15
20180216,2/16/2018,2018,2,February,7,6,Friday,16
20180217,2/17/2018,2018,2,February,7,7,Saturday,17
20180218,2/18/2018,2018,2,February,8,1,Sunday,18
20180219,2/19/2018,2018,2,February,8,2,Monday,19
20180220,2/20/2018,2018,2,February,8,3,Tuesday,20
20180221,2/21/2018,2018,2,February,8,4,Wednesday,21
20180222,2/22/2018,2018,2,February,8,5,Thursday,22
20180223,2/23/2018,2018,2,February,8,6,Friday,23
20180224,2/24/2018,2018,2,February,8,7,Saturday,24
20180225,2/25/2018,2018,2,February,9,1,Sunday,25
20180226,2/26/2018,2018,2,February,9,2,Monday,26
20180227,2/27/2018,2018,2,February,9,3,Tuesday,27
20180228,2/28/2018,2018,2,February,9,4,Wednesday,28
20180301,3/1/2018,2018,3,March,9,5,Thursday,1
20180302,3/2/2018,2018,3,March,9,6,Friday,2
20180303,3/3/2018,2018,3,March,9,7,Saturday,3
20180304,3/4/2018,2018,3,March,10,1,Sunday,4
20180305,3/5/2018,2018,3,March,10,2,Monday,5
20180306,3/6/2018,2018,3,March,10,3,Tuesday,6
20180307,3/7/2018,2018,3,March,10,4,Wednesday,7
20180308,3/8/2018,2018,3,March,10,5,Thursday,8
20180309,3/9/2018,2018,3,March,10,6,Friday,9
20180310,3/10/2018,2018,3,March,10,7,Saturday,10
20180311,3/11/2018,2018,3,March,11,1,Sunday,11
20180312,3/12/2018,2018,3,March,11,2,Monday,12
20180313,3/13/2018,2018,3,March,11,3,Tuesday,13
20180314,3/14/2018,2018,3,March,11,4,Wednesday,14
20180315,3/15/2018,2018,3,March,11,5,Thursday,15
20180316,3/16/2018,2018,3,March,11,6,Friday,16
20180317,3/17/2018,2018,3,March,11,7,Saturday,17
20180318,3/18/2018,2018,3,March,12,1,Sunday,18
20180319,3/19/2018,2018,3,March,12,2,Monday,19
20180320,3/20/2018,2018,3,March,12,3,Tuesday,20
20180321,3/21/2018,2018,3,March,12,4,Wednesday,21
20180322,3/22/2018,2018,3,March,12,5,Thursday,22
20180323,3/23/2018,2018,3,March,12,6,Friday,23
20180324,3/24/2018,2018,3,March,12,7,Saturday,24
20180325,3/25/2018,2018,3,March,13,1,Sunday,25
20180326,3/26/2018,2018,3,March,13,2,Monday,26
20180327,3/27/2018,2018,3,March,13,3,Tuesday,27
20180328,3/28/2018,2018,3,March,13,4,Wednesday,28
20180329,3/29/2018,2018,3,March,13,5,Thursday,29
20180330,3/30/2018,2018,3,March,13,6,Friday,30
20180331,3/31/2018,2018,3,March,13,7,Saturday,31
20180401,4/1/2018,2018,4,April,14,1,Sunday,1
20180402,4/2/2018,2018,4,April,14,2,Monday,2
20180403,4/3/2018,2018,4,April,14,3,Tuesday,3
20180404,4/4/2018,2018,4,April,14,4,Wednesday,4
20180405,4/5/2018,2018,4,April,14,5,Thursday,5
20180406,4/6/2018,2018,4,April,14,6,Friday,6
20180407,4/7/2018,2018,4,April,14,7,Saturday,7
20180408,4/8/2018,2018,4,April,15,1,Sunday,8
20180409,4/9/2018,2018,4,April,15,2,Monday,9
20180410,4/10/2018,2018,4,April,15,3,Tuesday,10
20180411,4/11/2018,2018,4,April,15,4,Wednesday,11
20180412,4/12/2018,2018,4,April,15,5,Thursday,12
20180413,4/13/2018,2018,4,April,15,6,Friday,13
20180414,4/14/2018,2018,4,April,15,7,Saturday,14
20180415,4/15/2018,2018,4,April,16,1,Sunday,15
20180416,4/16/2018,2018,4,April,16,2,Monday,16
20180417,4/17/2018,2018,4,April,16,3,Tuesday,17
20180418,4/18/2018,2018,4,April,16,4,Wednesday,18
20180419,4/19/2018,2018,4,April,16,5,Thursday,19
20180420,4/20/2018,2018,4,April,16,6,Friday,20
20180421,4/21/2018,2018,4,April,16,7,Saturday,21
20180422,4/22/2018,2018,4,April,17,1,Sunday,22
20180423,4/23/2018,2018,4,April,17,2,Monday,23
20180424,4/24/2018,2018,4,April,17,3,Tuesday,24
20180425,4/25/2018,2018,4,April,17,4,Wednesday,25
20180426,4/26/2018,2018,4,April,17,5,Thursday,26
20180427,4/27/2018,2018,4,April,17,6,Friday,27
20180428,4/28/2018,2018,4,April,17,7,Saturday,28
20180429,4/29/2018,2018,4,April,18,1,Sunday,29
20180430,4/30/2018,2018,4,April,18,2,Monday,30
20180501,5/1/2018,2018,5,May,18,3,Tuesday,1
20180502,5/2/2018,2018,5,May,18,4,Wednesday,2
20180503,5/3/2018,2018,5,May,18,5,Thursday,3
20180504,5/4/2018,2018,5,May,18,6,Friday,4
20180505,5/5/2018,2018,5,May,18,7,Saturday,5
20180506,5/6/2018,2018,5,May,19,1,Sunday,6
20180507,5/7/2018,2018,5,May,19,2,Monday,7
20180508,5/8/2018,2018,5,May,19,3,Tuesday,8
20180509,5/9/2018,2018,5,May,19,4,Wednesday,9
20180510,5/10/2018,2018,5,May,19,5,Thursday,10
20180511,5/11/2018,2018,5,May,19,6,Friday,11
20180512,5/12/2018,2018,5,May,19,7,Saturday,12
20180513,5/13/2018,2018,5,May,20,1,Sunday,13
20180514,5/14/2018,2018,5,May,20,2,Monday,14
20180515,5/15/2018,2018,5,May,20,3,Tuesday,15
20180516,5/16/2018,2018,5,May,20,4,Wednesday,16
